1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
TOPLAB,3.9,15,3501 S Soncy Rd # 116,Amarillo,,Texas,US,https://www.apgppl.com/,(806) 358-1211,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Physicians%20Preferred%20Laboratory&query_place_id=ChIJzcjRLfRQAYcRtke3asgXDPE
TravaLab,,0,,Austin,,Texas,US,https://www.facebook.com/KM.Mobile.Phlebotomy/,(561) 907-1619,Laboratory,https://www.google.com/maps/search/?api=1&query=KM%20Professional%20Mobile%20Phlebotomy&query_place_id=ChIJUQeU93kjy68R1Mm6_EbXICw
TridentCare,5,44,8000 Anderson Square Suite 111,Austin,,Texas,US,,(888) 932-0990,Blood testing service,https://www.google.com/maps/search/?api=1&query=Principle%20Health%20Systems%20Laboratory%20%26%20Mobile%20Phlebotomy%20-%20Austin&query_place_id=ChIJ31xZQOrLRIYR8gKBLjMWUV4
TridentCare,4.4,28,4305 Laurel Ave,Beaumont,,Texas,US,https://www.lifeshare.org/?utm_source=google&utm_medium=organic&utm_campaign=beaumont,(409) 838-5289,Blood donation center,https://www.google.com/maps/search/?api=1&query=LifeShare%20Blood%20Center&query_place_id=ChIJn79x2FnLPoYRIOGqyb7Fjz0
"TridentCare, formally known as MobileX USA",3,61,864 Central Blvd Ste 900,Brownsville,,Texas,US,https://locations.labcorp.com/tx/brownsville/7096/,(956) 547-6600,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ7R59JROUb4YREy_wYSbegto
Trilab Health - Diagnostics,5,9,2459 E Hebron Pkwy #130,Carrollton,,Texas,US,https://www.feathertouchphleb.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13281473808518637643,(833) 467-4532,Laboratory,https://www.google.com/maps/search/?api=1&query=Feather%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJTxxclt4lTIYRhpMIs5mm5CA
TruBlood LLC,5,19,2310 N Henderson Ave suite B 1215,Dallas,,Texas,US,https://comfortmobilephlebotomy.com/,(214) 779-3531,Retail space rental agency,https://www.google.com/maps/search/?api=1&query=Comfort%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJyZwEwoufToYRq1TDyYo1apk
UBERSTICKS MEDICAL LLC,,0,8330 Lyndon B Johnson Fwy #674,Dallas,,Texas,US,,(888) 428-2218,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Precision%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJ7RKVYOIhTIYRknvyDyL3YpM
UCSF Lab Services at Lakeshore,5,6,,"Dallas, Garland, Mesquite, Rowlett, Rockwall, Forney, Sachse, Murphy, Wylie, Richardson, Plano",,Texas,US,https://www.klaritymobilephlebotomy.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15053900108533893758,(972) 316-9787,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Klarity%20Mobile%20Phlebotomy&query_place_id=ChIJb5TDF2EIaAgRIP_VcLSO8y0
UCSF Lab Services at Mission Bay,2.2,203,502 S Closner Blvd,Edinburg,,Texas,US,http://www.yazjimd.com/,(956) 292-0100,Internist,https://www.google.com/maps/search/?api=1&query=Dr.%20Monzer%20H.%20Yazji%2C%20MD&query_place_id=ChIJtcUxehShZYYRLJZKmsX5BPg
UCSF Lab Services at Mount Zion,5,162,13612 Midway Rd #412,Farmers Branch,,Texas,US,http://www.onthegolabs.com/,(214) 997-3046,Drug testing service,https://www.google.com/maps/search/?api=1&query=On%20The%20Go%20Mobile%20Phlebotomy&query_place_id=ChIJaUcqIu6JToYR5IZ6eZkhSp4
UH Bedford Medical Patient Service Center Laboratory Services,5,14,1166 Country Club Ln suites 8/10,Fort Worth,,Texas,US,http://sinceremobilephlebotomy.net/,(817) 939-3117,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sincere%20touch%20mobile%20phlebotomy%20llc%20and%20phlebotomy%20training%20center%20And%20Lab&query_place_id=ChIJ23EKUg97ToYRNny80ppmtW4
UH Cleveland Medical Center Laboratory Services Humphrey,,0,17350 Tomball Pkwy,Houston,,Texas,US,http://brightonblooddraw.com/,(855) 426-7522,Blood testing service,https://www.google.com/maps/search/?api=1&query=Brighton%20Mobile%20Phlebotomy&query_place_id=ChIJ0d2lT-fNQIYRvEhrfiEOO9o
UH Drusinsky Sports Medicine Institute Laboratory Services,4.3,6,1302 Waugh Dr #143,Houston,,Texas,US,http://discountedlabs.com/,(281) 740-7989,Laboratory,https://www.google.com/maps/search/?api=1&query=Discounted%20Labs&query_place_id=ChIJmZJRuqbAQIYRgG4FK1ftL7I
UH Elyria Medical Center Gates Phlebotomy,5,7,,Houston,,Texas,US,http://eliteprolabms.com/,(346) 255-2192,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Elite%20ProLab%20Mobile%20Services%2C%20LLC&query_place_id=ChIJRRPLZYDFQIYRULqfHbmlE0o
UH Independence Health Center Laboratory Services,5,1,7211 Regency Square Blvd # 106,Houston,,Texas,US,http://medicalmobileservicescompany.com/,(832) 343-6014,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Medical%20Mobile%20Services&query_place_id=ChIJ48LZ914nQYYRWqMMWctFeHE
UH Landerbrook Health Center Laboratory Services,5,5,440 Louisiana St #900,Houston,,Texas,US,http://thebloodconnector.square.site/,(832) 919-6753,Medical laboratory,https://www.google.com/maps/search/?api=1&query=The%20Blood%20Connector&query_place_id=ChIJjbAOuqu1eS4RBlL-UNkx1VQ
UH Minoff Health Center at Chagrin Highlands Laboratory Services,4.4,21,9894 Bissonnet St #715,Houston,,Texas,US,http://www.dmphlebotomy.com/,(713) 485-4167,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dee's%20Mobile%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJP6CV6ajCQIYRU25yZHATk0U
UH Suburban Health Center Laboratory Services,5,13,7999 Hansen Rd ste 305,Houston,,Texas,US,http://www.kshealthservices.com/,(772) 353-6120,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KS%20Health%20Services%2C%20LLC&query_place_id=ChIJ_whfDqKdQIYRR3prFGCIaJ0
UHS Lab Services - Vestal,4.5,2,2626 S Loop W Ste 250,Houston,,Texas,US,https://dynamictouchstaffing.com/,(561) 249-9081,Laboratory,https://www.google.com/maps/search/?api=1&query=Dynamic%20Touch%20Mobile%20Phlebotomy%20Staffing&query_place_id=ChIJubxlnm3BQIYRtWzNWCU1PrY
Ultimate Healthcare LLC (Mobile Phlebotomy),5,132,14521 Old Katy Rd Suite 200,Houston,,Texas,US,https://finlayti.com/,(832) 871-4800,Medical school,https://www.google.com/maps/search/?api=1&query=Finlay%20Training%20Institute%20-%20Licensed%20and%20Certified%20Medical%20School&query_place_id=ChIJkRkbf4zbQIYRdedDlCasAlA
UNILAB Over 35years in business,,0,,Houston,,Texas,US,https://labcollectivetx.com/,(713) 670-8189,Medical laboratory,https://www.google.com/maps/search/?api=1&query=LabCollective%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJbR-QgoTvt60RroMwDmw_vH8
Unique Lab Services,5,26,4201 Cypress Creek Pkwy Suite 225,Houston,,Texas,US,https://onesticklab.com/,(281) 919-2188,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20Lab&query_place_id=ChIJIQNDeefLQIYR80bPZ3bxZgI
Universal Medical Training Services,4.9,477,11200 Northwest Fwy #500,Houston,,Texas,US,https://www.arcpointlabs.com/houston-northwest/?utm_source=GMrB&utm_medium=organic&utm_campaign=Houston,(832) 583-0050,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20Houston%20Northwest&query_place_id=ChIJ9ySQ731t7ywR6uM1of6TCzI
Upstate Pathology Laboratory,,0,,Houston,,Texas,US,https://www.dmphlebotomy.com/,(502) 819-9480,Medical clinic,https://www.google.com/maps/search/?api=1&query=Dee's%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJqZ_pOmehaYgRtuKNAnUcWLo
Upstate Patient Blood Draw Service Center at Baldwinsville,5,6,,Houston,,Texas,US,https://www.facebook.com/p/House-Of-Labs-LLC-61555925055429/,(346) 673-3263,Medical laboratory,https://www.google.com/maps/search/?api=1&query=House%20of%20Labs%20Llc%20Mobile%20Phlebotomy&query_place_id=ChIJl1aPo0DdQIYRcMNxIODwGwk
UR Medicine Labs – Fairport,5,6,14405 Walters Rd Ste 807,Houston,,Texas,US,https://www.ghmpandmorellc.com/,(346) 317-1192,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Hands%20Mobile%20Phlebotomy%20and%20More%20LLC&query_place_id=ChIJQffNMHPNQIYRe_K--7j9_aQ
UR Medicine Labs – Gates,4.7,7,814 Maranon Ln,Houston,,Texas,US,https://www.lb-diagnostic-laboratory-llc.net/,(832) 292-4862,Laboratory,https://www.google.com/maps/search/?api=1&query=LB%20Diagnostic%20Laboratory%2C%20LLC&query_place_id=ChIJfXhsfDnLQIYRGSRhpVG0kvg
UR Medicine Labs – Macedon,,0,1001 Texas Ave,Houston,,Texas,US,https://www.rezultz.org/,,Educational consultant,https://www.google.com/maps/search/?api=1&query=Rezultz%20International%20INC&query_place_id=ChIJi-NH-76_QIYR1XunfIiiZ0s
UR Medicine Labs – Rochester (Culver Road),5,10,3200 Wilcrest Dr Ste 170=-11,Houston,,Texas,US,https://www.tbfmobilephlebotomy.com/,(346) 608-3443,Local medical services,https://www.google.com/maps/search/?api=1&query=The%20Blood%20Fairy%20Mobile%20Phlebotomy&query_place_id=ChIJnxF7U5MXbWgRXoAYru3MSIA
UR Medicine Labs – Rochester (Lovejoy Family Medicine),,0,,Houston,,Texas,US,https://www.thegaugellc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8066628730406551938,(832) 510-9394,Medical clinic,https://www.google.com/maps/search/?api=1&query=The%20Gauge%20LLC%20Mobile%20Phlebotomy&query_place_id=ChIJq6eb2sTRTGgRrjxboqJHPD8
UR Medicine Labs – Rochester (Trillium Health),5,5,801 Travis St Ste 2101,Houston,,Texas,US,https://www.variousveins.com/,(713) 893-7765,Blood testing service,https://www.google.com/maps/search/?api=1&query=Various%20Veins%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJjbR87si_QIYRvcRUlYI8C1g
UR Medicine Labs – Strong Memorial Hospital,,0,8990 Kirby Dr Ste. 220,Houston,,Texas,US,,(800) 442-9038,Health consultant,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy%20Mobile%20Services&query_place_id=ChIJpVted7Tc4SIRNq8qiuavxgU
UR Medicine Labs – Victor,4.9,443,16840 Buccaneer Ln Suite 281,Houston,,Texas,US,,(888) 932-0990,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Principle%20Health%20Systems%20Laboratory%20%26%20Mobile%20Phlebotomy&query_place_id=ChIJ20kMT4jGQIYRFfuF4me1o8U
UR Medicine Labs – Webster (BayTowne Plaza),5,1,4830 Wilson Rd suite 300 # 231,Humble,,Texas,US,http://www.dofjmps.com/,(346) 215-1553,Blood testing service,https://www.google.com/maps/search/?api=1&query=D%20of%20J%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJCTxP7GexQIYRk6QudlqooXI
Valley Medical Institute,5,12,302 N Houston Ave #201,Humble,,Texas,US,http://www.labdrawex.com/,(832) 776-7399,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labdraw%20Express&query_place_id=ChIJJRbYgTHJQIYRfshiT0FaLlI
valley mobile phlebotomy,,0,2582 Main St,Ingleside,,Texas,US,https://www.harmonymobilephlebotomy.com/,(361) 229-7217,Laboratory,https://www.google.com/maps/search/?api=1&query=Harmony%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJy6WQOC1RaIYRoWZWVW__zvo
Valley Phlebotomy Service LLC.,4.9,397,6210 N Belt Line Rd # 170,Irving,,Texas,US,https://www.principlehs.com/,(888) 932-0990,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Principle%20Health%20Systems%20Laboratory%20%26%20Mobile%20Phlebotomy%20-%20Dallas%2FFt.%20Worth&query_place_id=ChIJuS3jvtwpTIYR4ekcDmUKSd0
Valor Health,5,5,21803 Morton Rd STE 650-200,Katy,,Texas,US,http://www.cavalascientific.com/,(346) 300-3929,Medical supply store,https://www.google.com/maps/search/?api=1&query=Cavala%20Scientific&query_place_id=ChIJ48JyUrwnQYYRJcgvck_Tvfg
VAMP Veteran Accuracy Mobile Phlebotomy,4.9,256,21777 Merchants Way Suite 420,Katy,,Texas,US,https://arcpointlabs.com/katy/,(713) 832-9993,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20Katy&query_place_id=ChIJKcCPt84nQYYR3AncVo00F2U
Vampire on the go LLC Mobile Phlebotomist,,0,115 Dixie Dr STE 130,Lake Jackson,,Texas,US,,(979) 248-7149,Blood testing service,https://www.google.com/maps/search/?api=1&query=Premier%20Mobile%20Phlebotomy&query_place_id=ChIJEWsvzcNBQIYRvdcE43ZGtrE
VAMPS ON WHEELS,5,6,151 Park Ave Suite 130,League City,,Texas,US,https://butterflyphlebotomy21.org/,(409) 877-6466,Laboratory,https://www.google.com/maps/search/?api=1&query=Butterfly%20Phlebotomy&query_place_id=ChIJ45zi1yAxZU8RaGQdPktbUoY
Vanderbilt Laboratory Services,5,1,3417 73rd St #68,Lubbock,,Texas,US,,(806) 401-6044,Home health care service,https://www.google.com/maps/search/?api=1&query=Izzy's%20Care&query_place_id=ChIJe7aliYsuPA4RdPc2FQ7tT8A
Vanderbilt Laboratory Services Central One Hundred Oaks,4.7,137,709 N Main St,McAllen,,Texas,US,http://www.newstartschool.com/,(956) 682-5670,Nursing school,https://www.google.com/maps/search/?api=1&query=New%20Start%20School&query_place_id=ChIJDaUPuDmnZYYR0vwS6UttV70
Various Veins Mobile Phlebotomy Services,5,12,1408 E Jasmine Ave Ste D,McAllen,,Texas,US,https://allstarmedsupply.us/laboratory-diagnostic-supplies-our-products/,(956) 618-1330,Medical supply store,https://www.google.com/maps/search/?api=1&query=All%20Star%20Medical%20Supply&query_place_id=ChIJSz_8n8CgZYYRQPPq3lqlA0c
Vassar's Mobile Phlebotomy,5,10,4205 Broadway St #207,Pearland,,Texas,US,http://www.ashleyphelbs.com/,(281) 935-8937,Vocational secondary school,https://www.google.com/maps/search/?api=1&query=Ashley's%20Phlebotomy%20School&query_place_id=ChIJ0dp_gEiRQIYREldmrW3UYaU
VeAr Mobile Phlebotomy,,0,,San Antonio,,Texas,US,http://www.1stchoicemobilephlebotomy.com/,(726) 203-5437,Medical laboratory,https://www.google.com/maps/search/?api=1&query=1st%20choice%20mobile%20phlebotomy&query_place_id=ChIJixZUHeNZXIYRrtA9A5ppkBE
VeinEx Mobile Phlebotomy LLC,5,52,3617 Broadway #501,San Antonio,,Texas,US,http://www.softtouchmpsllc.com/,(210) 605-3319,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Soft%20Touch%20Lab%20Services&query_place_id=ChIJsSNe98mNXIYRNyqgs3V_8R0
VEINEXPRESS,4.9,117,9840 Lorene,San Antonio,,Texas,US,,(888) 932-0990,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Principle%20Health%20Systems%20Laboratory%20%26%20Mobile%20Phlebotomy%20-%20San%20Antonio&query_place_id=ChIJ6bZTXhNhXIYRwvYxrbEj5Vs
VEINFLOW Mobile Phlebotomy,1,1,6609 Blanco Rd,San Antonio,,Texas,US,,(210) 838-6991,Laboratory,https://www.google.com/maps/search/?api=1&query=Shark%20Techs%20Mobile%20Phlebotomy&query_place_id=ChIJSXcFhWlhXIYR0sO85w8_qi0
"Veinpire, Mobile Phlebotomy Services & Training",,0,6060 Montgomery Dr Suite 116,San Antonio,,Texas,US,,(210) 233-9779,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Shaw's%20Mobile%20Phlebotomy&query_place_id=ChIJx3gDAIPzXIYRT4dg61_Fxak
Veinpro Mobile Phlebotomy Services,,0,,"Splendora, Kingwood, Conroe, Livingston, New Caney, The Woodlands, Porter, Humble",,Texas,US,https://elabsmobile.com/,(832) 902-4172,Drug testing service,https://www.google.com/maps/search/?api=1&query=E%20Labs%20Mobile%20Phlebotomy%20%26%20Vitals&query_place_id=ChIJDyyYpD8crC8RO1gzZgv3W1U
"Veintastic Skillz, LLC",1,1,9920 Hwy 90 Alt Suite D160,Sugar Land,,Texas,US,http://www.houstonmobilelab.com/,(832) 947-3036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Houston%20Mobile%20Lab&query_place_id=ChIJ3cUcr9XnQIYRTjK1ZPiScZU
VenaCare NW Wellness Clinics and Mobile Phlebotomy,4.9,93,2000 25th Ave N Suite 109,Texas City,,Texas,US,http://rgtcmobilelabservicellc.com/?utm_source=gmb&utm_medium=referral,(409) 526-5237,Drug testing service,https://www.google.com/maps/search/?api=1&query=RGTC%20Mobile%20Lab%20Service%20LLC&query_place_id=ChIJDadajiF5P4YRFcpynaQiGHA
VenaCareNW Wellness Clinics and Mobile Phlebotomy,5,21,15488 Old Jacksonville Hwy Suite 100,Tyler,,Texas,US,https://onecallwedraw.com/,(430) 287-2081,Medical laboratory,https://www.google.com/maps/search/?api=1&query=One%20Call%20We%20Draw%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJs6E695XLSYYR7vF-iF3cwTY
VENI SOLUTIONS MOBILE PHLEBOTOMY,,0,,,,Texas,US,,(254) 419-9096,Laboratory,https://www.google.com/maps/search/?api=1&query=Racing%20Hearts%20Mobile%20Phlebotomy%2CLLC&query_place_id=ChIJhwjgMWLLTQERrTghuRLizM8
VeniLabs | Mobile Phlebotomy And Health Screenings In Utah,4.9,103,"2600 SOUTH LOOP W SUITE 475M 340 N SAM HOUSTON PKWY E HOUSTON TX 77060, 2600 S Loop W SUITE 328",Houston,,TX,US,http://www.360mobilelabs.net/,(844) 622-8466,Education center,https://www.google.com/maps/search/?api=1&query=360%20Mobile%20Labs&query_place_id=ChIJ2_eB8MnBQIYRLK52cz-yDpE
VeniStat Mobile Labs,,0,24285,Katy,,TX,US,https://www.bloodsquadlabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4695957506398914211,(346) 205-1815,Home health care service,https://www.google.com/maps/search/?api=1&query=blood%20Squad%20Labs&query_place_id=ChIJsyt6RnAlQYYRyv-ZFm3hvlU
Venistat Mobile Phlebotomy LLC,5,2,,Provo,,Utah,US,https://yakcisneros6.wixsite.com/zamadhisblooddraws,(385) 221-0945,Blood testing service,https://www.google.com/maps/search/?api=1&query=Zamadhi's%20Mobile%20Phlebotomy&query_place_id=ChIJj6bO96uXTYcRyHlZpq6bLwg
VENISTAT Mobile Phlebotomy LLC,5,1,,Provo,,Utah,US,,,Blood testing service,https://www.google.com/maps/search/?api=1&query=Zamadhi%E2%80%99s%20Mobile%20Phlebotomy&query_place_id=ChIJ0eXvHLSXTYcRrAV96Vcet8g
Versiti Blood Center of Michigan,5,11,7533 Center View Ct Suite R,West Jordan,,Utah,US,http://venilaboratories.com/,(801) 610-6036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniLabs%20%7C%20Mobile%20Phlebotomy%20And%20Health%20Screenings%20In%20Utah&query_place_id=ChIJhxBr7FFEH2ERHEqapoPtQpE
Victory Professional Development Center,,,,Courtland,,Virginia,US,https://www.believeinmemps.net/,(804)914-4675,Blood testing service,
VIP Labs,5,6,2011 Princess Anne St ste 205,Fredericksburg,,Virginia,US,https://www.epicmobilephlebotomy.com/,(540) 702-8199,Blood testing service,https://www.google.com/maps/search/?api=1&query=Epic%20Mobile%20Phlebotomy%20and%20Drug%20Testing%20Services&query_place_id=ChIJofrbedrDtokR19fAh-Y8zQs
VIPcare Mobile – Grelot Commons,4.9,32,5116 Williamson Rd,Roanoke,,Virginia,US,https://www.mooresmobile.com/,(540) 929-0300,Drug testing service,https://www.google.com/maps/search/?api=1&query=Moores%20Mobile%20Solutions&query_place_id=ChIJ7TFeNbYPTYgR33fSNMGap38
Vita Mobile Care,4.6,11,7304 Lakewood Dr W Suite 22,Lakewood,,Washington,US,http://quantummobilesolutions.com/,(888) 522-7443,Blood testing service,https://www.google.com/maps/search/?api=1&query=QuantumLab%20Solutions%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ5yaKhlGe3KIRggeaYtH52oo
Vital Draws,5,11,3008 Valley Rd NE,Moses Lake,,Washington,US,https://www.bestofcarephlebotomy.com/,(509) 793-3069,Blood testing service,https://www.google.com/maps/search/?api=1&query=Best%20Of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJvQEaP711oWwRHN6rCLQfcWk
"Vital Hearts, LLC",5,29,,Seattle,,Washington,US,https://bellamobilephlebotomyservices.com/,(206) 356-5392,Laboratory,https://www.google.com/maps/search/?api=1&query=Bella%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJne6lBOMbkFQRD6gPf-_MBnI
Vital Veins Mobile Phlebotomy,5,6,4730 University Wy NE,Seattle,,Washington,US,https://connectmobilephlebotomy.com/,(360) 220-7615,Home health care service,https://www.google.com/maps/search/?api=1&query=Connect%20Mobile%20Phlebotomy&query_place_id=ChIJcXFHlngVkFQRyU8psekDXvA
Walls Phlebotomy,4.6,36,357 E 3rd Ave,Spokane,,Washington,US,http://www.spokanetestingsolutions.com/,(509) 838-7133,Drug testing service,https://www.google.com/maps/search/?api=1&query=Spokane%20Testing%20Solutions&query_place_id=ChIJ33MznogYnlQROmURH4IRj40
Washington Health Institute,3,44,12615 E Mission Ave #100,Spokane,,Washington,US,https://locations.labcorp.com/wa/spokane/31529/,(509) 928-2467,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ2cCYlvshnlQRCaQ-9wRek8k
Watsonville Center Lab,1.9,13,13103 E Mansfield Ave,Spokane Valley,,Washington,US,https://www.incytediagnostics.com/,(509) 892-2700,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Incyte%20Diagnostics&query_place_id=ChIJ88rvG_jfYVMR_a75VfmqcGU
We’re Near The Vein Mobile Phlebotomist,5,18,2102 E McLoughlin Blvd ste 102,Vancouver,,Washington,US,http://www.phlebellemobile.com/,(253) 881-6984,Laboratory,https://www.google.com/maps/search/?api=1&query=Phlebelle%20Mobile%20Services&query_place_id=ChIJa8-6TQCvlVQR-qo0uDSjz3s
