name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes
Concierge Mobile Phlebotomy,5,24,,"Broward County, Miami-Dade County",,Florida,US,https://www.conciergemobilephlebotomy.com/,(954) 994-9869,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Concierge%20Mobile%20Phlebotomy&query_place_id=ChIJmXPt7RWtBmQRKbFMCANE9-k,Yes,No,"Broward County, Miami-Dade County, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Swift Lab Solutions,5,2,,Bay Area,,California,US,https://swiftlabsolutions.com/,(925) 450-3500,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Swift%20Lab%20Solutions&query_place_id=ChIJq4xh2KC6D28ROAJgsgeXjQg,Yes,No,"Bay Area, California",Mobile laboratory service - provides mobile lab services in Bay Area.
Treasure Coast Mobile Phlebotomy,,0,,Treasure Coast,,Florida,US,,(954) 839-7873,Laboratory,https://www.google.com/maps/search/?api=1&query=Treasure%20Coast%20Mobile%20Phlebotomy&query_place_id=ChIJzS45HPtSEUERO67MKTuhSQo,Yes,No,"Treasure Coast, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Pleasant Stick Mobile Lab,5,1,,,Fort Myers,Florida,US,https://www.pleasantstick.com/,(941) 500-9359,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Pleasant%20Stick%20Mobile%20Lab&query_place_id=ChIJ9R60G_L63K8RDatOvAMch0w,Yes,No,"Fort Myers, Florida",Mobile laboratory service - company name clearly indicates mobile lab specialization.
Phleb Cares Mobile Phlebotomy & IV Vitamin Therapy,5,45,,"Collier County, Lee County",,Florida,US,https://www.phlebcares.com/,(239) 351-7389,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phleb%20Cares%20Mobile%20Phlebotomy%20%26%20IV%20Vitamin%20Therapy&query_place_id=ChIJUVCbaQoH24gRYPTwSgZmY04,Yes,No,"Collier County, Lee County, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
On demand mobile phlebotomy,5,1,,"Broward County, Miami-Dade County",,Florida,US,https://odmobilephlebotomy.com/,(347) 695-6261,Local medical services,https://www.google.com/maps/search/?api=1&query=On%20demand%20mobile%20phlebotomy&query_place_id=ChIJ2byQPrE2kIsRj83de15GGYE,Yes,No,"Broward County, Miami-Dade County, Florida",Mobile phlebotomy service - company name clearly indicates on-demand mobile phlebotomy specialization.
On the Go Phlebotomy,5,8,,"Broward County, Miami-Dade County",,Florida,US,,(561) 725-0250,Blood testing service,https://www.google.com/maps/search/?api=1&query=On%20the%20Go%20Phlebotomy&query_place_id=ChIJBSwjnZBssA8RUbrSfMYt9pM,Yes,No,"Broward County, Miami-Dade County, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Bloodlink Mobile Laboratory Services LLC,4.3,6,,,,Oregon,US,https://sites.google.com/view/bloodlinkmobile/home,(503) 887-7992,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bloodlink%20Mobile%20Laboratory%20Services%20LLC&query_place_id=ChIJ9WSmMMkCzSURHJBrsJJ1eJY,Yes,No,Oregon,Mobile laboratory service - company name clearly indicates mobile lab specialization.
Northwest Mobile Phlebotomy,,0,,,Portland,Oregon,US,,(503) 662-7000,Home health care service,https://www.google.com/maps/search/?api=1&query=Northwest%20Mobile%20Phlebotomy&query_place_id=ChIJuxWyxhYLlVQRY3RqD8q5tFs,Yes,No,"Portland, Oregon",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
"Professional Mobile Phlebotomist, LLC",,0,,,"Naples. Marco Island, Bonita Springs",Florida,US,https://www.phlemobile.com/,(239) 571-0639,Blood testing service,https://www.google.com/maps/search/?api=1&query=Professional%20Mobile%20Phlebotomist%2C%20LLC&query_place_id=ChIJO5wjXt1Xq6URuKY_6j86DnQ,Yes,No,"Naples, Marco Island, Bonita Springs, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Arms & Tourniquets LLC,5,9,,,San Jose,California,US,https://armstourniquets.com/,(831) 319-7099,Home health care service,https://www.google.com/maps/search/?api=1&query=Arms%20%26%20Tourniquets%20LLC&query_place_id=ChIJmbVXJxVbf4ERCPk4B0RsITc,Yes,No,"San Jose, California",Mobile phlebotomy service - company name indicates phlebotomy specialization.
"QuickStick Mobile Phlebotomy Services,LLC",5,3,,"Manatee County, Sarasota County, Pinellas County, Hillsborough County",,Florida,US,http://quickstickmobile.com/,(941) 681-1291,Laboratory,https://www.google.com/maps/search/?api=1&query=QuickStick%20Mobile%20Phlebotomy%20Services%2CLLC&query_place_id=ChIJpf0DBp0fQ48RQlinfZjOuDk,Yes,No,"Manatee County, Sarasota County, Pinellas County, Hillsborough County, Florida",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Sufficient Mobile Labs,5,3,,,Hartford,Connecticut,US,,(475) 281-9394,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sufficient%20Mobile%20Labs&query_place_id=ChIJY1vOwuA_ogIRF21fblAfrqc,Yes,No,"Hartford, Connecticut",Mobile laboratory service - company name clearly indicates mobile lab specialization.
BIO- STREET Mobile Phlebotomy,,0,,"Essex County, Union County, Passaic County, Hudson County, Middlesex County",,New Jersey,US,https://www.bio-street.com/,(800) 674-0417,Laboratory,https://www.google.com/maps/search/?api=1&query=BIO-%20STREET%20Mobile%20Phlebotomy&query_place_id=ChIJkWjIW0Z2A64R9vok0ZGtqK8,Yes,No,"Essex County, Union County, Passaic County, Hudson County, Middlesex County, New Jersey",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Excell Mobile Phlebotomy Services,,0,,,Philadelphia,Pennsylvania,US,,(201) 287-5115,Laboratory,https://www.google.com/maps/search/?api=1&query=Excell%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJv9i-z3QZAwURgIKGN1ERUSg,Yes,No,"Philadelphia, Pennsylvania",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Mama Love's Mobile Phlebotomy & EKG Services LLC,,0,,,Long Island,New Jersey,US,,(845) 683-5683,Health consultant,https://www.google.com/maps/search/?api=1&query=Mama%20Love's%20Mobile%20Phlebotomy%20%26%20EKG%20Services%20LLC&query_place_id=ChIJXRVMahW-p68R_Pc9J8Wbtnk,Yes,No,"Long Island, New Jersey",Mobile phlebotomy and EKG service - company name clearly indicates mobile phlebotomy specialization.
Soft Sticks (Mobile Phlebotomy),5,8,,,Philadelphia,Pennsylvania,US,,(201) 396-3608,Blood testing service,https://www.google.com/maps/search/?api=1&query=Soft%20Sticks%20(Mobile%20Phlebotomy)&query_place_id=ChIJ12uejxUQ428RLCRIgCh5x_A,Yes,No,"Philadelphia, Pennsylvania",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Sederick Mobile Med | Mobile Phlebotomy & At-Home Medical Services in New York,5,1,,,"Bronx, Westchester, Queens, Manhatten, Brooklyn",New York,US,http://www.sederickmobilemed.com/,(914) 200-4452,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sederick%20Mobile%20Med%20%7C%20Mobile%20Phlebotomy%20%26%20At-Home%20Medical%20Services%20in%20New%20York&query_place_id=ChIJXUG-VOQb-yoRXq3yYk37LYE,Yes,No,"Bronx, Westchester, Queens, Manhattan, Brooklyn, New York",Mobile phlebotomy and medical service - company name clearly indicates mobile phlebotomy specialization.
Vital Veins Mobile Phlebotomy,5,9,,,Santa Rosa ,California,US,,(707) 890-2377,Blood testing service,https://www.google.com/maps/search/?api=1&query=Vital%20Veins%20Mobile%20Phlebotomy&query_place_id=ChIJxfTZAaoweS4R-PoqIF6UL8A,Yes,No,"Santa Rosa, California",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
LabPros Phlebotomy,,0,,Bay Area,,California,US,,(510) 545-3196,Blood testing service,https://www.google.com/maps/search/?api=1&query=LabPros%20Phlebotomy&query_place_id=ChIJw8p8tLKPj4ARew5ppITdIIE,Yes,No,"Bay Area, California",Phlebotomy service - provides mobile blood testing services.
R&B Labs Mobile Phlebotomy Services,5,18,,Nassau County,"Brooklyn, Queens",New York,US,https://www.rbmobilelabs.com/,(917) 859-4704,Medical laboratory,https://www.google.com/maps/search/?api=1&query=R%26B%20Labs%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJG0pVaSkrxQ4RVfk_qf44BOo,Yes,No,"Nassau County, Brooklyn, Queens, New York",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Natural Flow Mobile Phlebotomy LLC,5,9,,,,New York,US,,(631) 278-3209,Home health care service,https://www.google.com/maps/search/?api=1&query=Natural%20Flow%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJdQYnCc5Q40IRYLH4oTJ5Ars,Yes,No,New York,Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Moss Care Services LLC (Mobile Phlebotomist),3.7,3,2821 S Parker Rd,,Aurora,Colorado,US,http://mosscareservices.com/,(720) 441-3371,Blood testing service,https://www.google.com/maps/search/?api=1&query=Moss%20Care%20Services%20LLC%20(Mobile%20Phlebotomist)&query_place_id=ChIJKyAlFdFLxEkRiJ8fDn9I5ZI,Yes,No,"Aurora, Colorado",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
ON POINT MOBILE PHLEBOTOMY SERVICES,,0,,,Philadelphia,Pennsylvania,US,,(848) 223-8692,Laboratory,https://www.google.com/maps/search/?api=1&query=ON%20POINT%20MOBILE%20PHLEBOTOMY%20SERVICES&query_place_id=ChIJswmCN110hAIR7Ik88H6DaIE,Yes,No,"Philadelphia, Pennsylvania",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Burdier Mobile Phlebotomy,5,1,,,,New York,US,https://burdiermobilephlebotomy.com/,(516) 508-1898,Home health care service,https://www.google.com/maps/search/?api=1&query=Burdier%20Mobile%20Phlebotomy&query_place_id=ChIJgwX2nlbNnWwR3hLkFcU7_pE,Yes,No,New York,Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Passion-stic mobile phlebotomy,,0,,,,Tennessee,US,https://passion-stic.com/,(615) 806-2753,Local medical services,https://www.google.com/maps/search/?api=1&query=Passion-stic%20mobile%20phlebotomy&query_place_id=ChIJt1bDOCxhCyARoe6DmiBIHR8,Yes,No,Tennessee,Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Confident Care Mobile Phlebotomy,5,8,,,Nashville,Tennessee,US,http://confidentcaremp.net/,(615) 500-4464,Laboratory,https://www.google.com/maps/search/?api=1&query=Confident%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJeUmS3OxBZIgRNdskRyDjOhc,Yes,No,"Nashville, Tennessee",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Main Vein Mobile Phlebotomy,,0,,,"Louisville, Lexington, Bowling Green",Kentucky,US,https://www.mainveinky.com/,(502) 354-3359,Local medical services,https://www.google.com/maps/search/?api=1&query=Main%20Vein%20Mobile%20Phlebotomy&query_place_id=ChIJeUJgSgMa5IkR8D9zHoMb5yA,Yes,No,"Louisville, Lexington, Bowling Green, Kentucky",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Helping Hand Mobile Services LLC,5,14,,,Nashville,Tennessee,US,,(615) 852-5486,Blood testing service,https://www.google.com/maps/search/?api=1&query=Helping%20Hand%20Mobile%20Services%20LLC&query_place_id=ChIJE8Y4xIHyyiURxcWT8n_rTYQ,Yes,No,"Nashville, Tennessee",Mobile services including phlebotomy - provides mobile health services.
TMP Mobile Phlebotomy Service,5,1,,,,Kentucky,US,,(270) 300-1709,Medical laboratory,https://www.google.com/maps/search/?api=1&query=TMP%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJpfJf98jhaIgREYUlGeNpEMs,Yes,No,Kentucky,Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Blood Vessel Mobile Phlebotomy,5,2,,,Phoenix,Arizona,US,https://mobilephlebotomytechnician.com/,(602) 702-0603,Home health care service,https://www.google.com/maps/search/?api=1&query=Blood%20Vessel%20Mobile%20Phlebotomy&query_place_id=ChIJ5caK3ZMpuyIROFsurmtFFTc,Yes,No,"Phoenix, Arizona",Mobile phlebotomy service - company name clearly indicates mobile phlebotomy specialization.
Soft Touch Mobile Labs LLC,5,34,,,Phoenix,Arizona,US,https://softtouchmobilelabs.com/,(480) 323-9609,Medical clinic,https://www.google.com/maps/search/?api=1&query=Soft%20Touch%20Mobile%20Labs%20LLC&query_place_id=ChIJd7onQRbUhgYReKGQclHR0Gk,Yes,No,"Phoenix, Arizona",Mobile laboratory services in Phoenix area. Name includes 'Mobile Labs' indicating mobile services.
"OptiVena Mobile Phlebotomy, LLC",5,25,,,Phoenix,Arizona,US,http://www.optivena.com/,(623) 692-0527,Blood testing service,https://www.google.com/maps/search/?api=1&query=OptiVena%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJp-64-dqvMAERpxox3lPy_YQ,Yes,No,"Phoenix, Arizona",Dedicated mobile phlebotomy service. Explicitly 'Mobile Phlebotomy' in company name.
On The Go Mobile Phlebotomy Services,4.7,3,,,,"North Carolina, South Carolina",US,https://onthegomobilephlebotomy.com/?utm_campaign=gmb,(980) 434-9891,Local medical services,https://www.google.com/maps/search/?api=1&query=On%20The%20Go%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJy4cRqnj5cQYROMXCqAS36hI,Yes,No,"North Carolina, South Carolina",Regional mobile phlebotomy service covering two states. Clear mobile service indicator in name.
House of Labs Llc Mobile Phlebotomy,5,6,,,Houston,Texas,US,,(346) 673-3263,Medical laboratory,https://www.google.com/maps/search/?api=1&query=House%20of%20Labs%20Llc%20Mobile%20Phlebotomy&query_place_id=ChIJl1aPo0DdQIYRcMNxIODwGwk,Yes,No,"Houston, Texas",Mobile laboratory services in Houston area. Company name includes 'Mobile Phlebotomy'.
"Stat Mobile Labs, LLC",5,1,,,"Monument, Colorado Springs, Fountain",Colorado,US,https://statmobilelabsllc.godaddysites.com/,(719) 209-7770,Laboratory,https://www.google.com/maps/search/?api=1&query=Stat%20Mobile%20Labs%2C%20LLC&query_place_id=ChIJSTzfPRM-rGoR0dlhMISv4RI,Yes,No,"Monument, Colorado Springs, Fountain, Colorado",Mobile lab services in Colorado Springs area. 'Mobile Labs' in name indicates mobile services.
"Order of Draw Mobile Phlebotomy Service, LLC",,0,,,Mobile,Alabama,US,,(251) 301-2142,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Order%20of%20Draw%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJOz-OwjdFfKARjRXhgIkPqmg,Yes,No,"Mobile, Alabama",Mobile phlebotomy service in Alabama. Clear mobile service designation in company name.
Fairy Wings Mobile Phlebotomy Service LLC,5,2,,,Jackson,Mississippi,US,,(228) 224-1685,Laboratory,https://www.google.com/maps/search/?api=1&query=Fairy%20Wings%20Mobile%20Phlebotomy%20Service%20LLC&query_place_id=ChIJAz2zG-sXnIgR7nM-8DmYb6k,Yes,No,"Jackson, Mississippi","Mobile phlebotomy service in Jackson, MS. Company name explicitly states mobile phlebotomy."
One Stick That's It Mobile Phlebotomy,,0,,,,New Orleans,US,http://onesticknola.com/,(504) 517-2422,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stick%20That's%20It%20Mobile%20Phlebotomy&query_place_id=ChIJdXDwB04BUwMRXre2tl_fQVg,Yes,No,"New Orleans, Louisiana",Mobile phlebotomy service in New Orleans. Clear mobile service indicator in name.
Stick And Draw Mobile Phlebotomy,4.5,2,,,,New Orleans,US,https://mobilephlebotomistneworleans.com/,(504) 490-3561,Laboratory,https://www.google.com/maps/search/?api=1&query=Stick%20And%20Draw%20Mobile%20Phlebotomy&query_place_id=ChIJffjmRFXXFaQRb7u458vgVb0,Yes,No,"New Orleans, Louisiana",Mobile phlebotomy service in New Orleans. Company name includes 'Mobile Phlebotomy'.
Good Faith Phlebotomy Services,,0,,,Mobile,Alabama,US,,(251) 802-1882,Local medical services,https://www.google.com/maps/search/?api=1&query=Good%20Faith%20Phlebotomy%20Services&query_place_id=ChIJbQ9LospNmogRi6m9djjTygs,Yes,No,"Mobile, Alabama","Phlebotomy service in Mobile, AL. Local medical services category suggests mobile operations."
Phlebo Mobile LLC,5,1,,,Farmington ,New Mexico,US,,(505) 278-0473,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Phlebo%20Mobile%20LLC&query_place_id=ChIJBQJavyA-Aq8RjK52GG8_xQ4,Yes,No,"Farmington, New Mexico",Mobile phlebotomy service. Company name includes 'Mobile' indicating mobile services.
B+ Mobile Phlebotomy,5,1,,,Phoenix,Arizona,US,,(602) 579-5094,Home health care service,https://www.google.com/maps/search/?api=1&query=B%2B%20Mobile%20Phlebotomy&query_place_id=ChIJPZQWDFrwWSsRT1tYTVyDJ5U,Yes,No,"Phoenix, Arizona",Mobile phlebotomy service in Phoenix. Clear mobile service designation in name.
Mobile Lab Buddy,5,33,,,Charlotte,North Carolina,US,http://www.mobilelabbuddy.com/,(704) 226-3086,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Buddy&query_place_id=ChIJc3Q0zC0XxYERr6bcvRKmbis,Yes,No,"Charlotte, North Carolina",Mobile laboratory service in Charlotte. Company name starts with 'Mobile Lab'.
PHLEBX INC,,0,,,,"New York, New Jersey, Florida, Maryland, Pennsylvania",US,http://www.phlebx.com/,,Home health care service,https://www.google.com/maps/search/?api=1&query=PHLEBX%20INC&query_place_id=ChIJMy-DOVuf2YYRt-nmjJnLqjA,Yes,No,"New York, New Jersey, Florida, Maryland, Pennsylvania",Regional mobile phlebotomy service covering multiple states. Multi-state coverage indicates organized mobile operations.
"Lee & Associates Mobile Phlebotomy, L.L.C.",5,3,,,Chicago,Illinois,US,,(708) 390-8066,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lee%20%26%20Associates%20Mobile%20Phlebotomy%2C%20L.L.C.&query_place_id=ChIJ869nmMAbDogRTvmd9ddigHQ,Yes,No,"Chicago, Illinois",Mobile phlebotomy service in Chicago. Explicitly 'Mobile Phlebotomy' in company name.
Caring Touch Phlebotomy,4.4,14,,,Chicago,Illinois,US,,(630) 259-2677,Laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Touch%20Phlebotomy&query_place_id=ChIJ3bguIS5VDogRXjiX3FYztME,Yes,No,"Chicago, Illinois",Phlebotomy service in Chicago. Laboratory category and service area suggest mobile operations.
"Ovalle Mobile Medical, LLC",5,4,,,Syracuse,New York,US,,(845) 390-0769,Home health care service,https://www.google.com/maps/search/?api=1&query=Ovalle%20Mobile%20Medical%2C%20LLC&query_place_id=ChIJzZ556w0KQ0ERb8sTK0Ek78g,Yes,No,"Syracuse, New York",Mobile medical service including phlebotomy. Company name includes 'Mobile Medical'.
